Timestamp,Action,Parameters,Model Weights,Buy Price,Current Price,Profit Margin,In Position
2024-12-01 05:09:39,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:10:12,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:10:45,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:11:17,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:11:49,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:12:22,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3691.045,0.011,False
2024-12-01 05:12:54,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:13:27,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:14:00,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3691.045,0.011,False
2024-12-01 05:14:32,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:15:05,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:15:38,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:16:10,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:16:43,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:17:15,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:17:47,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:18:19,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:18:51,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3691.045,0.011,False
2024-12-01 05:19:24,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:19:56,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:20:28,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:21:01,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:21:33,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:22:06,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:22:38,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:23:10,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:23:44,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:24:16,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:24:48,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:25:21,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:25:53,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:26:25,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:26:56,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:27:28,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:28:00,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:28:32,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:29:05,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:29:37,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:30:10,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:30:42,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:31:15,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:31:47,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:32:19,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:32:51,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:33:23,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:33:55,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:34:27,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:34:59,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:35:31,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:36:04,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:36:36,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3695.50088,0.011,False
2024-12-01 05:37:08,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:37:40,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:38:12,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:38:44,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:39:16,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:39:49,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:40:21,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:40:53,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:41:25,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:41:57,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:42:29,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:43:01,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:43:33,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:44:05,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:44:37,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:45:10,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:45:42,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:46:14,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:46:47,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:47:19,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:47:51,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
2024-12-01 05:48:23,HOLD,"(0.011, 28)",[[-0.12511808 -0.11017545 -0.14449807 -0.1092085  -2.36451966  4.19444524   -1.68306484 -0.17694222  0.34095215 -0.23203046  0.29473197 -0.78427097   -0.57643287 -0.15368023  0.          0.1979882 ]],0.01,3686.245,0.011,False
